ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Project,Survey,Sampling Bout,Site ID,Lat,Long,Gather Lat,Gather Long,Collection Method,Line Out Depth,Pressure Transducer Depth (m),Volume (ml),Collected,Preserved,Analyzed,Lab Technician,Project Specific ID,Hakai ID,Blank,Solid Standard,Filter Size (mm),Filter Type,Volume of Acetone (ml),Flurometer Serial #,Calibration,Acid Ratio Correction Factor,Acidification Coefficient,Calibration Slope,Before Acid,After Acid,Acid Flag,Dilution Factor,Chla,Chla Flag,Chla Final,Phaeo,Phaeo Flag,Phaeo Final,Analyzing Lab,Sample Status,Quality Level,Comments,Quality Log
,20281166,1,2021-10-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0312372,-125.1007244,,30,30.1907783,250,2021-10-19 09:38:00,2021-10-19 10:36:00,2021-11-26 07:40:47,rosie.savage,,QCHL13685,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,24450.36,21036.81,,1,0.16294507,,,0.580626044,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20281166,1,2021-10-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0312372,-125.1007244,,100,97.4151956,250,2021-10-19 09:38:00,2021-10-19 10:36:00,2021-11-26 11:09:28,rosie.savage,,QCHL13686,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,10355.37,10461.97,II,1,-0.005088528,,,0.374879323,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20281167,1,2021-10-19,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,5,QU39,50.0307,-125.0992,50.0304274,-125.1029004,,260,253.7522452,250,2021-10-19 11:15:00,2021-10-19 11:44:00,2021-11-26 11:08:54,rosie.savage,,QCHL13687,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,7356.5,7451.92,II,1,-0.004554853,,,0.267951844,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282499,1,2021-10-27,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-10-27 09:58:00,,2021-11-26 10:29:36,,,QCHL11948,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,20716.75,14501.35,,1,0.296690773,,,0.215876721,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282499,1,2021-10-27,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-10-27 09:58:00,,2021-11-26 10:30:09,,,QCHL11949,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,26835.06,18176.27,,1,0.413325466,,,0.229136454,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282499,1,2021-10-27,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-10-27 09:58:00,,2021-11-26 10:28:29,,,QCHL11950,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,36287.94,26598.76,,1,0.462510909,,,0.477653955,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282499,1,2021-10-27,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-10-27 09:58:00,,2021-11-26 10:29:02,,,QCHL11951,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,64918.87,47404.01,,1,0.83606805,,,0.839483165,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,0,,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:41:55,"zoe.sandwith,carolyn.prentice",,QCHL13710,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,3848.76,2827.36,,1,0.048756308,,,0.0511801,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,0,,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:42:30,"zoe.sandwith,carolyn.prentice",,QCHL13711,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,6858.87,4806.45,,1,0.097971824,,,0.071917878,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,0,,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:43:02,"zoe.sandwith,carolyn.prentice",,QCHL13712,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8224.08,6148.94,,1,0.099056359,,,0.118285252,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,0,,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:43:33,"zoe.sandwith,carolyn.prentice",,QCHL13713,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,12355.45,9210.65,,1,0.150116347,,,0.175445051,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,5,6.0316379,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:44:03,"zoe.sandwith,carolyn.prentice",,QCHL13714,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,5125.84,3608.48,,1,0.072430851,,,0.055115174,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,5,6.0316379,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:44:34,"zoe.sandwith,carolyn.prentice",,QCHL13715,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8942.78,6045.96,,1,0.138279075,,,0.075422584,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,5,6.0316379,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:45:09,"zoe.sandwith,carolyn.prentice",,QCHL13716,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,15252.05,11621.09,,1,0.173323089,,,0.237438183,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,5,6.0316379,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:45:42,"zoe.sandwith,carolyn.prentice",,QCHL13717,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,28371.79,20314.78,,1,0.384599628,,,0.333450476,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,10,10.3003475,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:46:13,"zoe.sandwith,carolyn.prentice",,QCHL13718,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,7501.26,5389.58,,1,0.100800588,,,0.089700539,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,10,10.3003475,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:46:50,"zoe.sandwith,carolyn.prentice",,QCHL13719,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8714.22,6021.25,,1,0.12854834,,,0.084279916,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,10,10.3003475,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:47:22,"zoe.sandwith,carolyn.prentice",,QCHL13720,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,16846.24,13387.14,,1,0.16511939,,,0.308065024,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,10,10.3003475,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:47:52,"zoe.sandwith,carolyn.prentice",,QCHL13721,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,32975.87,24584.76,,1,0.400547819,,,0.468429815,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,20,20.06494,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:48:23,"zoe.sandwith,carolyn.prentice",,QCHL13722,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,4593.52,3365.4,,1,0.058624042,,,0.060330031,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,20,20.06494,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:48:56,"zoe.sandwith,carolyn.prentice",,QCHL13723,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,4868.54,3660.04,,1,0.057687486,,,0.071680989,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,20,20.06494,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:49:28,"zoe.sandwith,carolyn.prentice",,QCHL13724,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,10429.61,8930.68,,1,0.071551099,,,0.244114426,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,20,20.06494,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:50:01,"zoe.sandwith,carolyn.prentice",,QCHL13725,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,19086.74,15262.23,,1,0.182562157,,,0.356899547,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,30,30.0979094,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:50:33,"zoe.sandwith,carolyn.prentice",,QCHL13726,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,3141.18,2487.42,,1,0.031207092,,,0.056713732,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,30,30.0979094,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:51:06,"zoe.sandwith,carolyn.prentice",,QCHL13727,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,4028.52,3243.43,,1,0.037476101,,,0.077166797,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,30,30.0979094,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:51:39,"zoe.sandwith,carolyn.prentice",,QCHL13728,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,7258.19,6353.14,,1,0.043202366,,,0.181356937,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20282570,1,2021-10-27,QUADRA,HAKAI,OCEANOGRAPHY,TOBA,1,TO4A,50.42644,-124.51479,50.4269833,-124.5140259,,30,30.0979094,250,2021-10-27 10:03:00,2021-10-27 12:54:00,2021-11-26 08:52:28,"zoe.sandwith,carolyn.prentice",,QCHL13729,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,15570.26,12952.46,,1,0.124960116,,,0.332860015,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by EJ"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,0,,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:03:52,"eva.jordison,isabelle.desmarais",,QCHL13688,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8943.14,6460.88,,1,0.118490144,,,0.109877358,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,0,,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:04:26,"eva.jordison,isabelle.desmarais",,QCHL13689,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,6401.78,4390.18,,1,0.09602329,,,0.059152852,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,0,,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:05:04,"eva.jordison,isabelle.desmarais",,QCHL13690,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,34834.55,26452.61,,1,0.400110091,,,0.534888927,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,0,,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:05:33,"eva.jordison,isabelle.desmarais",,QCHL13691,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,51332.85,36905.65,,1,0.688679268,,,0.615794903,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,5,5.9718207,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:06:03,"eva.jordison,isabelle.desmarais",,QCHL13692,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,5910.31,4338.92,,1,0.075009961,,,0.078354336,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,5,5.9718207,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:06:44,"eva.jordison,isabelle.desmarais",,QCHL13693,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,11217.78,7804.58,,1,0.162928363,,,0.112933816,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,5,5.9718207,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:07:26,"eva.jordison,isabelle.desmarais",,QCHL13694,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,31450.98,23161.86,,1,0.395679348,,,0.42300419,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,5,5.9718207,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:07:57,"eva.jordison,isabelle.desmarais",,QCHL13695,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,47906.44,34626.17,,1,0.633930813,,,0.589972422,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,10,12.7349761,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:08:27,"eva.jordison,isabelle.desmarais",,QCHL13696,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,6369.23,4758.56,,1,0.076884984,,,0.091311989,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,10,12.7349761,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:09:03,"eva.jordison,isabelle.desmarais",,QCHL13697,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8547.34,5919.23,,1,0.125452262,,,0.083769975,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,10,12.7349761,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:09:36,"eva.jordison,isabelle.desmarais",,QCHL13698,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,25209.8,19470.29,,1,0.273974267,,,0.414226331,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,10,12.7349761,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:10:07,"eva.jordison,isabelle.desmarais",,QCHL13699,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,42090.29,29938.79,,1,0.580049221,,,0.478172983,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,20,21.0621054,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:10:44,"eva.jordison,isabelle.desmarais",,QCHL13700,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,9169.72,6747.05,,1,0.115645628,,,0.122836893,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,20,21.0621054,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:11:13,"eva.jordison,isabelle.desmarais",,QCHL13701,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,10200.82,7168.51,,1,0.144746661,,,0.108632866,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,20,21.0621054,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:11:46,"eva.jordison,isabelle.desmarais",,QCHL13702,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,25495.89,19738.11,,1,0.274846382,,,0.422820634,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,20,21.0621054,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:12:17,"eva.jordison,isabelle.desmarais",,QCHL13703,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,47421.03,33950.77,,1,0.642999944,,,0.557030473,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,30,30.4363637,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:12:50,"eva.jordison,isabelle.desmarais",,QCHL13704,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,5002.16,3771.67,,1,0.058737174,,,0.074576996,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,30,30.4363637,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:13:20,"eva.jordison,isabelle.desmarais",,QCHL13705,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,6746.95,4853.65,,1,0.090376266,,,0.081181777,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,30,30.4363637,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:13:49,"eva.jordison,isabelle.desmarais",,QCHL13706,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,24443.91,19257.75,,1,0.247560225,,,0.433127894,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285766,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307,-125.0992,50.0305608,-125.0991374,,30,30.4363637,250,2021-10-28 09:22:00,2021-10-28 09:40:00,2021-11-26 07:14:24,"eva.jordison,isabelle.desmarais",,QCHL13707,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,40816.27,30631.83,,1,0.486152038,,,0.59656649,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285768,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,5,QU39,50.0307,-125.0992,50.0319811,-125.1025067,,100,96.1723059,250,2021-10-28 10:50:00,2021-10-28 11:00:00,2021-11-26 11:06:05,"eva.jordison,isabelle.desmarais",,QCHL13708,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,8831.21,9019.13,II,1,-0.008970321,,,0.327762216,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20285767,1,2021-10-28,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,4,QU39,50.0307,-125.0992,50.0297454,-125.0999084,,260,253.8310403,250,2021-10-28 10:20:00,2021-10-28 10:30:00,2021-11-26 11:05:27,"eva.jordison,isabelle.desmarais",,QCHL13709,,,,Bulk GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,6235.15,6274.51,II,1,-0.001878841,,,0.223658873,,,HAKAI,Results,Technicianm,,"1: CHL Metadata QCd by FM2: Event metadata QCd by JB"
,20282728,1,2021-11-01,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-11-01 09:34:00,,2021-11-25 12:10:54,,,QCHL11952,,,,20um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,14677.97,9559.29,,1,0.244339081,,,0.093545413,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282728,1,2021-11-01,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-11-01 09:34:00,,2021-11-25 12:11:31,,,QCHL11953,,,,3um,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,21607.82,14121.81,,1,0.357343066,,,0.141809134,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
,20282728,1,2021-11-01,QUADRA,HAKAI,BIOMARATHON,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-11-01 09:34:00,,2021-11-25 12:12:55,,,QCHL11954,,,,GF/F,10,720001154,2019-05-09 00:00:00,2.35049298,1.740470343,0.00050771,64318.94,44787.51,,1,0.932328582,,,0.650739322,,,HAKAI,Results,Technicianm,,1: CHL MetaData QC'd By KH
